view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit,reported_path,weibo_content,repost_num,thumbs_up,comment_num,id_tweets,id_following,id_follower,comments
29,1,2396658275,  山东,2019-05-01 11:32:01,https://weibo.cn/comment/Hs9BI7jF8,['中'],https://weibo.cn/u/2396658275,:【为个三智障儿留三缸谷的老人去世了,5,93,35,36349,563,30334569,"[['三缸稻谷并不能吃很久，但奶奶肯定尽力了，希望你一路走好！如果后续有什么问题，希望能搞个捐款方式。', '28', '05月01日 11:37'], ['可怜天下父母心', '11', '05月01日 11:42'], ['真的很难受，老人家一路走好呀<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '8', '05月01日 12:18'], ['人生不容易啊', '0', '05月02日 11:51'], ['回复<a href=""/n/%E5%B9%BB%E5%BD%B11573_23265"">@幻影1573_23265</a>:一年多很快的，如果家里没有稳定劳动力，之后会很难。', '0', '05月02日 08:30'], ['一路走好<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '0', '05月02日 00:20'], ['回复<a href=""/n/%E5%B9%BB%E5%BD%B11573_23265"">@幻影1573_23265</a>:一年多完全没问题', '0', '05月01日 23:26'], ['父母爱子女必为之计深远', '1', '05月01日 15:56'], ['伟大的母爱，可以超越一切<img alt=""[泪]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;""/>', '0', '05月01日 15:15'], ['劳累了70多年，终于可以歇歇了，愿来世幸福，被人疼爱🙏', '12', '05月01日 14:22'], ['发现这个博主老是喜欢找很久以前的新闻，这个新闻时三年前的新闻了，麻烦博主以后发的时候记得标注时间。', '0', '05月01日 14:18'], ['朴实的爱，更能打动人！', '0', '05月01日 14:11'], ['老人走的时候没有痛苦，这是她这辈子的福报。', '2', '05月01日 14:05'], ['🙏', '0', '05月01日 12:56'], ['每个看到这条新闻的人都善待自己的父母吧', '0', '05月01日 12:54'], ['唉', '0', '05月01日 12:49'], ['母爱伟大啊', '2', '05月01日 12:36'], ['阿香奶奶要在天堂好好生活啊，善良的人啊都是天使<img alt=""[兔子]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_tuzi-ff7bf5a0f1.png"" style=""width:1em; height:1em;""/>', '1', '05月01日 12:26'], ['真的很难受，老人家一路走好呀<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '8', '05月01日 12:18'], ['好几年前的新闻了 还是那句话 可怜天下父母心啊', '0', '05月01日 12:14'], ['没看内容之前，看了三遍标题都没看明白是什么意思<img alt=""[允悲]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;""/>', '0', '05月01日 11:59'], ['有粮食并不等于有饭吃，制度不健全说啥做啥都没有用。', '2', '05月01日 11:50'], ['这个标题？', '0', '05月01日 11:47'], ['一路走好<img alt=""[心]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;""/>', '2', '05月01日 11:44'], ['🙏🙏', '0', '05月01日 11:43'], ['可怜天下父母心', '11', '05月01日 11:42'], ['三缸稻谷并不能吃很久，但奶奶肯定尽力了，希望你一路走好！如果后续有什么问题，希望能搞个捐款方式。', '28', '05月01日 11:37'], ['可怜天下父母心', '2', '05月01日 11:33']]"
44,5,1207540334,  江苏 南京,None,nn,['正常'],https://weibo.cn/u/1207540334,nn,nn,nn,nn,29640,1211,1248012,['deleted']
31,1,5608823354,  其他,2019-06-18 15:12:21,https://weibo.cn/comment/HztyZ9pXO,['中'],https://weibo.cn/u/5608823354,:【为个三智障儿留三缸谷的老人去世了】湖北通山县92岁母亲孟阿香为照顾三个智障儿子，70多年没离开村子。为不让儿子在自己去世后挨饿，数年时间攒下上千斤的三缸稻谷，年近九旬时，她甚至还在吆牛耕田。据老人的儿媳阮八元介绍，从昨晚起，她的丈夫、老人的小儿子乐建九就发现，卧床多日的母亲眼睛已经不转了。今天上午，乐建九在给母亲喂水时，老人突然背过气去。两分钟后，人就去世了。因为事发突然，老人并未留下任何遗言，儿女们也并未全部守在跟前。看得想流泪,13,191,35,35653,2298,2357341,"[['对于这样的贫苦家庭，政府在做什么？', '43', '06月18日 15:18'], ['一看就是假的，我们都世界第二经济体了，怎么可能有这么穷的人，不可能的。。', '8', '06月18日 17:39'], ['伟大的母亲！<img alt=""[泪]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;""/>', '8', '06月18日 15:58'], ['人生如此多艰', '0', '06月19日 12:17'], ['回复<a href=""/n/%E5%8F%AA%E6%98%AF%E5%BE%97%E7%91%9F"">@只是得瑟</a>:新闻报道 说中国没有完全脱贫    看不惯社会就开始埋怨政府', '0', '06月19日 09:35'], ['穿着阿迪领低保，踩着乔丹拿补助。', '0', '06月19日 05:37'], ['回复<a href=""/n/%E5%8F%AA%E6%98%AF%E5%BE%97%E7%91%9F"">@只是得瑟</a>:像你一样用钢铁键盘在帮他们。不知道别瞎逼逼', '0', '06月19日 00:22'], ['国家在强大，也要看的见这些普通人，我们可以为非洲捐献医药，却帮不了一个困难的老太太，究竟是谁的责任？', '0', '06月18日 23:54'], ['此文最早出现在2016年，可能更早。每隔一段时间就会在网上流传一下。', '1', '06月18日 22:53'], ['回复<a href=""/n/%E8%90%B1%E5%AE%9D%E6%BB%B4%E5%A6%88%E5%92%AAyes"">@萱宝滴妈咪yes</a>:他在讽刺', '1', '06月18日 22:34'], ['愿天堂没有劳累。', '1', '06月18日 22:24'], ['看的好心酸<img alt=""[伤心]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_shangxin-934f730572.png"" style=""width:1em; height:1em;""/>', '1', '06月18日 22:23'], ['好好休息休息吧<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '1', '06月18日 22:21'], ['回复<a href=""/n/%E8%90%B1%E5%AE%9D%E6%BB%B4%E5%A6%88%E5%92%AAyes"">@萱宝滴妈咪yes</a>:她有可能是在说反话', '0', '06月18日 22:20'], ['为母则刚', '0', '06月18日 21:58'], ['说实话，这种家庭有很多，国家真的要帮助的话，只会让更多人变懒…反正不挣钱有国家养，反正我穷我有理', '1', '06月18日 21:55'], ['回复<a href=""/n/%E7%88%B1%E6%96%B0%E8%A7%89%E7%BD%97990"">@爱新觉罗990</a>:是真的，有富裕的人自然有贫穷的人，这个老奶奶很久之前就出过报道了，一直关注着', '1', '06月18日 20:08'], ['一看就是假的，我们都世界第二经济体了，怎么可能有这么穷的人，不可能的。。', '8', '06月18日 17:39'], ['好想哭', '0', '06月18日 17:27'], ['希望扶贫制度帮到他们…', '1', '06月18日 16:36'], ['难受<img alt=""[悲伤]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-f8d6de06c8.png"" style=""width:1em; height:1em;""/>', '2', '06月18日 16:03'], ['伟大的母亲！<img alt=""[泪]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;""/>', '8', '06月18日 15:58'], ['老太太太不信任我们伟大的社会主义社会了！', '2', '06月18日 15:58'], ['社会来看看，低保，救济....给老百姓这样结局，不打脸吗', '10', '06月18日 15:53'], ['政府在报道啊', '1', '06月18日 15:52'], ['辛苦了<img alt=""[心]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;""/>', '7', '06月18日 15:51'], ['心酸 也难过自己的无能为力', '5', '06月18日 15:49'], ['回复<a href=""/n/%E5%8F%AA%E6%98%AF%E5%BE%97%E7%91%9F"">@只是得瑟</a>:看到那些政府官员肚大腰圆你就知道在干嘛', '5', '06月18日 15:32'], ['累了，实在干不动了🙏🙏🙏<img alt=""[酸]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_suan-a1ba7ede34.png"" style=""width:1em; height:1em;""/>', '3', '06月18日 15:27'], ['回复<a href=""/n/%E5%8F%AA%E6%98%AF%E5%BE%97%E7%91%9F"">@只是得瑟</a>:就像你读书的时候遇到的题目超纲了一个概念，好怕我们被人肉，哈哈哈哈', '0', '06月18日 15:24'], ['回复<a href=""/n/%E5%8F%AA%E6%98%AF%E5%BE%97%E7%91%9F"">@只是得瑟</a>:对啊，对于全国上下的扶贫脱贫，直接实力打脸啊', '6', '06月18日 15:22'], ['对于这样的贫苦家庭，政府在做什么？', '43', '06月18日 15:18'], ['一路走好', '0', '06月18日 15:14']]"
34,1,6405349029,  北京,2019-06-19 16:37:10,https://weibo.cn/comment/HzDxUixGm,['正常'],https://weibo.cn/u/6405349029,:【为个三智障儿留三缸谷的老人去世了,5,65,21,35175,113,306464,"[['可怜天下父母心<img alt=""[泪]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;""/>', '9', '06月19日 17:11'], ['老奶奶一路走好 可怜天下父母心 <img alt=""[泪]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;""/>', '4', '06月20日 00:44'], ['捐款的钱呢？这不需要帮助什么人需要帮助？', '0', '06月19日 21:52'], ['奶奶一路走好<img alt=""[心]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;""/>', '0', '06月20日 11:50'], ['一路走好，值得敬佩的母亲🙏🙏🙏<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '0', '06月20日 11:34'], ['回复<a href=""/n/psvmsoutfori"">@psvmsoutfori</a>:非洲小黑人是领导的难兄难弟。要先以国际友人的幸福小康生活为重。国内的穷死饿死不关领导的事，都是自己的问题<img alt=""[泪]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;""/>', '1', '06月20日 10:08'], ['263', '0', '06月20日 04:55'], ['老奶奶一路走好 可怜天下父母心 <img alt=""[泪]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;""/>', '4', '06月20日 00:44'], ['回复<a href=""/n/%E6%A1%83%E8%8A%B1%E6%9C%B5%E6%9C%B5-%E9%9D%92%E6%9C%A8%E6%9E%97%E6%9E%97"">@桃花朵朵-青木林林</a>:老人只想着多存点，儿子有的吃！', '0', '06月19日 22:28'], ['弱弱的问一句  几年了 稻谷不会坏掉吗？', '0', '06月19日 22:01'], ['捐款的钱呢？这不需要帮助什么人需要帮助？', '0', '06月19日 21:52'], ['一辈子要好好的', '0', '06月19日 21:40'], ['真正的操心了一辈子', '0', '06月19日 21:35'], ['母亲啊。。。。', '0', '06月19日 20:20'], ['女子本柔，为母则刚', '1', '06月19日 19:40'], ['母爱伟大，可怜的一家人', '0', '06月19日 17:41'], ['太感动', '0', '06月19日 17:20'], ['可怜天下父母心<img alt=""[泪]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;""/>', '9', '06月19日 17:11'], ['一路走好<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '1', '06月19日 16:57'], ['<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '2', '06月19日 16:51'], ['阿弥陀佛', '0', '06月19日 16:46']]"
57,1,5871895617,  上海,2019-06-17 21:42:25,https://weibo.cn/comment/HzmGOxjKH,['正常'],https://weibo.cn/u/5871895617,:【为个三智障儿留三缸谷的老人去世了,123,5087,277,59447,174,5764622,"[['用尽最后一刻也要护子女周全的妈妈啊！', '766', '06月17日 22:03'], ['希望下辈子不要这么操劳了', '582', '06月17日 22:35'], ['伟大的母爱', '331', '06月17日 21:47'], ['望来世不再操劳', '0', '07月22日 12:05'], ['看不得这个，泪目，一路走好，愿来生不必如此艰难🙏', '0', '06月20日 12:02'], ['问，她的儿子未来怎么办？', '0', '06月20日 01:35'], ['<a href=""/n/%E7%A6%85%E8%BE%BE"">@禅达</a>', '0', '06月19日 22:10'], ['伟大，心酸', '0', '06月19日 18:00'], ['伟大的母亲，一路走好！', '0', '06月19日 16:06'], ['看哭了。为母则刚，老人家真让人敬佩和感动。也令人心疼。', '0', '06月19日 15:17'], ['母爱的伟大……一路走好', '0', '06月19日 12:34'], ['回复<a href=""/n/%E5%BF%A0%E5%B0%91668"">@忠少668</a>:农村养老院一个月1600了解下，又能买一亩稻谷了，了解下', '0', '06月19日 12:17'], ['人生一世，不知道到底修的什么福报。希望老人修够了，下辈子去享福人家吧。', '0', '06月19日 09:46'], ['好感人<img alt=""[泪]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;""/>', '0', '06月19日 07:50'], ['啥?', '0', '06月19日 03:50'], ['愿世界所有好人都被温柔以待', '0', '06月19日 02:18'], ['如果有下辈子，别那么操劳了', '0', '06月19日 00:24'], ['愿您不要再重返人间来遭这一世的劫难。永享齐天之福。', '0', '06月19日 00:23'], ['愿来生能够活得轻松些，也愿剩下的儿子们过得好一点，不要辜负妈妈的爱', '0', '06月19日 00:23'], ['阿弥佗佛', '0', '06月18日 23:46'], ['一路走好 ，愿天堂没有辛苦。', '0', '06月18日 23:41'], ['愿孟奶奶一路走好！来生享受天伦之乐🙏', '0', '06月18日 23:36'], ['愿奶奶来世无忧无虑', '0', '06月18日 23:19'], ['一路走好<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '0', '06月18日 22:59'], ['看哭了！', '0', '06月18日 22:58'], ['一路走好，愿来世幸福', '0', '06月18日 22:39'], ['这就是母爱啊  一路走好🙏', '1', '06月18日 22:34'], ['超好的老奶奶，苦了累了一辈子，下辈子一定会超级幸福，🙏🙏', '0', '06月18日 22:21'], ['可怜天下父母心，看的眼红了，老人家一路走好', '0', '06月18日 22:15'], ['伟大的母亲，一路走好！', '0', '06月18日 22:05'], ['累了一辈子，辛苦', '1', '06月18日 22:00'], ['一路走好！！', '0', '06月18日 21:58'], ['守候是一生的道别', '1', '06月18日 21:57']]"
33,1,5537647515,  江苏,2019-04-14 03:30:11,https://weibo.cn/comment/HpwbGofN2,['正常'],https://weibo.cn/u/5537647515,:【为个三智障儿留三缸谷的老人去世了,6,53,6,46694,176,5275510,"[['女子本弱为母则刚', '2', '04月14日 09:12'], ['妈妈的爱', '1', '04月14日 08:10'], ['🙏🙏🙏<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '0', '04月14日 06:25'], ['做母親的真的很偉大', '12', '04月14日 03:36']]"
27,1,6466159268,  贵州,2019-06-18 01:07:44,https://weibo.cn/comment/Hzo29eQd8,['中'],https://weibo.cn/u/6466159268,:怎么了 遵义 ,0,20,1,2,12,4,[]
100,2,5071510318,  安徽,2019-06-19 20:37:03,https://weibo.cn/comment/HzF7gBdg4,['正常'],https://weibo.cn/u/5071510318,:【为个三智障儿留三缸谷的老人去世了,170,5789,496,53503,37,1168431,"[['国家在哪？', '926', '06月19日 20:42'], ['建议不要总是将话题升级到国家！国家为百姓造福的事情做的很多，我们连纳税都要有最低额度，没有达到还不是享受了该有的安全与社会。这个话题实在告诉我们父母对于孩子永远是不离不弃，疼爱有加！而不是啥都不做就会找父母要钱的你们在这里升华主题指责国家的不好！你没资格', '582', '06月19日 22:05'], ['回复<a href=""/n/%E8%92%8B%E9%BA%97%E8%BB%8D%E5%86%9B"">@蒋麗軍军</a>:地方肯定不行的，我们老家那边就是闹到省里才解决的。', '0', '06月26日 15:24'], ['回复<a href=""/n/%E6%9C%AB%E6%9C%AB6982"">@末末6982</a>:你以为我是你吗', '0', '06月26日 14:56'], ['回复<a href=""/n/%E6%9C%AB%E6%9C%AB6982"">@末末6982</a>:可现实是，地方新闻也不会从人民的角度去关注', '0', '06月26日 14:46'], ['回复<a href=""/n/%E7%8C%AB%E5%92%8C%E5%96%B5%E5%92%8C%E7%8C%AB"">@猫和喵和猫</a>:按你意思，就是别再网上哔哔哔，有本事就改变国家？那你逼个什么劲？一条不回你，你还来劲了！', '0', '06月25日 17:33'], ['回复<a href=""/n/%E7%8C%AB%E5%92%8C%E5%96%B5%E5%92%8C%E7%8C%AB"">@猫和喵和猫</a>:你这反射弧太长了吧？几天前的事，你今天叽里呱啦来一通，大姨妈没来憋太久了吗？我真是无语了。', '0', '06月25日 17:32'], ['回复<a href=""/n/%E6%9C%AB%E6%9C%AB6982"">@末末6982</a>:而且我又没说你，我觉得不对是那句国家在哪儿，你跟着高潮什么呢？多读点书，到底是谁不明是非，觉得国家不好，你就去改变他，创造自己的价值，别天天在网上嚷嚷什么“中国如何如何”，你了解治国策略吗？确实我国还存在一些不公，但是为了这些不公能更好的解决，难道不应该就事论事，您觉得对吗？', '0', '06月25日 17:31'], ['回复<a href=""/n/%E6%9C%AB%E6%9C%AB6982"">@末末6982</a>:我不是很明白您在发泄什么情绪，我说的是评论者毫无根据的在网上问责这个问责那个，什么国家在哪儿，党在哪儿，政府在哪儿？听听这是什么话，好好想想自己发这个有什么意义，传播就传播，让更多人看到无可厚非，但造成事件的原因并不是国家的衰落，政府的腐败和当权者的昏庸，传播不等于可以造谣', '0', '06月25日 17:27'], ['回复<a href=""/n/%E6%80%BB%E6%83%B3%E5%88%B0%E5%A4%84%E6%97%85%E6%B8%B8%E7%9A%84%E8%B1%A1%E9%BE%9F%E6%BA%90%E7%A8%9A%E7%94%9F"">@总想到处旅游的象龟源稚生</a>:那你倒是到政府门口去拉横幅、举旗子啊。多读点书，思想就不会这么狭隘。', '0', '06月23日 07:59'], ['回复<a href=""/n/%E7%8C%AB%E5%92%8C%E5%96%B5%E5%92%8C%E7%8C%AB"">@猫和喵和猫</a>:评几个论，就是键盘侠？你几岁？思想这么狭隘？这个新闻已经有实据了，国家政府、有关单位，都在帮助这家人。而且阿婆06年就已经去世了。比起你这种不寻求证据，上来就喷的，到底谁才是键盘侠，一看就不是个东西，对吧。<img alt=""[微笑]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-039d0a6a8a.png"" style=""width:1em; height:1em;""/>', '0', '06月23日 07:55'], ['回复<a href=""/n/%E6%9C%AB%E6%9C%AB6982"">@末末6982</a>:多做点有用的事比你键盘侠好的多，别天天传播负能量，问责这个问责那个，也不看看自己什么东西，你说对吗', '0', '06月23日 00:37'], ['回复<a href=""/n/%E6%9C%AB%E6%9C%AB6982"">@末末6982</a>:?键盘即可抗争，键盘即可胜利?', '0', '06月22日 20:42'], ['回复<a href=""/n/%E9%87%91%E7%89%8C%E8%AE%B2%E5%B8%882CC"">@金牌讲师2CC</a>:建议哥们抽时间看看Quora上Janus Dongye的一篇文章——《为何中国政府肯下血本投在西方国家绝不做的“亏本买卖”上》，看看国家在消灭贫困这条道路上做了多少鲜为人知的工作，再想想“失职”两个字是有多妥当。照你意思，你生活的地方就与国家无关，贫困人口生活的地方就与国家有关，逻辑真棒👍', '0', '06月22日 00:52'], ['回复<a href=""/n/%E5%96%B5%E7%94%9F%E6%83%AC%E6%84%8F"">@喵生惬意</a>:愿望和现实是互不兼容的，我还希望世界和平呐但是不现实，这文主要想不表达什么不知道，但是有人提出不一样的问题怎么就不行了，一个人偷窃过程中救了一个人能说他没犯错吗，能告诉别人不要指责他偷窃的行为吗，包容不是要连错误也无条件原谅', '0', '06月21日 12:27'], ['回复<a href=""/n/%E5%BE%80%E4%BA%8B%E9%9A%8F%E9%A3%8E%E5%BF%83%E4%BE%9D%E6%97%A7"">@往事随风心依旧</a>:你放心，真打起来没人指望你保家卫国，也没人指望你捐款捐物，你自己保护好自己别死在战争中就好了，大把愿意为国捐躯的人', '0', '06月21日 10:33'], ['回复<a href=""/n/hedingchun"">@hedingchun</a>:对我没本事，战争就让你这种有本事的上，别找我们这种没本事的匹夫', '0', '06月21日 01:44'], ['回复<a href=""/n/%E9%A3%9E%E8%B7%B3%E8%B1%86%E8%B1%86"">@飞跳豆豆</a>:这个故事的老人不是那些新闻的主角，也许你通过了这个事情看到了很多，但我只是希望更多的人能在抨击的时候多顾念一下国家，就像骂人不带妈是一样的。人都会犯错，甚至会有人命的发生，我们没办法挽回。但过多的指责无济于事，不如自己做一个减少犯错，或者做一名人民公仆，人民心中的英雄', '0', '06月20日 23:55'], ['回复<a href=""/n/%E8%B0%B7%E7%B2%92%E5%A4%9A%E5%95%8A"">@谷粒多啊</a>:可能真如他们说的，他们是正义的化身 而我。只是简简单单的想维护一下国家，她没错，也不是官员都不好，我们要合理看待，都是好人，社会也会乱。我们传递正能量，扫黑除恶，也是很好的选择呐', '0', '06月20日 23:52'], ['回复<a href=""/n/%E6%98%8E%E6%B3%8AR"">@明泊R</a>:你说得对也，可能吧！ 无论何时，我还是坚信：我的祖国正在蓬勃发展，她永远是我们坚强的后盾！ 邓爷爷都说了要一批人先富起来，带动整体经济，而现在富得人富了，就得扶贫了，但事情不简单，毕竟这么多年积累下来，会有没想到得也会有忽略的，但初衷是对的，以后一定是良性发展', '0', '06月20日 23:50'], ['回复<a href=""/n/%E5%96%B5%E7%94%9F%E6%83%AC%E6%84%8F"">@喵生惬意</a>:百度，微博，贴吧随便哪一样，搜索环保，冤假错案，贪污腐败，法律不平等，包庇，疫苗等等', '0', '06月20日 23:48'], ['回复<a href=""/n/%E6%98%8E%E6%B3%8AR"">@明泊R</a>:个体现象不能代表一切，生老病死人之常情，正常的自然现象，不是去世了就说明国家无作为。哎，我还是信任我的祖国。她没照顾到我，说明她忙，我还是会努力积极做个跟随太阳的向日葵！', '0', '06月20日 23:46'], ['回复<a href=""/n/%E9%A3%9E%E8%B7%B3%E8%B1%86%E8%B1%86"">@飞跳豆豆</a>:她做错啥了？<img alt=""[汗]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-0e7b8aa6d1.png"" style=""width:1em; height:1em;""/>', '0', '06月20日 23:44'], ['回复<a href=""/n/%E4%BB%96%E7%9A%84%E7%8C%ABM_"">@他的猫M_</a>:人各有志！嗯！梦想不同，道路不同<img alt=""[哈哈]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-dd1c6d36cf.png"" style=""width:1em; height:1em;""/>', '0', '06月20日 23:44'], ['回复<a href=""/n/%E6%A2%A6%E9%86%92%E9%86%92%E7%9A%84%E7%AA%9D%E7%AA%9D"">@梦醒醒的窝窝</a>:动不动就喷国家的人，也不知道他为国家做了多少贡献', '0', '06月20日 23:32'], ['回复<a href=""/n/%E5%98%9E%E6%B6%B5"">@嘞涵</a>:不识字', '0', '06月20日 22:42'], ['回复<a href=""/n/%E6%AD%B9%E6%AE%B3%E5%B7%B2%E7%A9%BA"">@歹殳已空</a>:我说社会两个字吗', '0', '06月20日 18:04'], ['回复<a href=""/n/%E9%9B%81%E4%BC%B4"">@雁伴</a>:我说管理不到位了吗？不认识字？', '0', '06月20日 18:04'], ['回复<a href=""/n/Stan%E4%BA%9A%E4%BA%9A"">@Stan亚亚</a>:各持己见吧。', '0', '06月20日 17:10'], ['回复<a href=""/n/Stan%E4%BA%9A%E4%BA%9A"">@Stan亚亚</a>:请你知道一下低保的钱有多少。', '0', '06月20日 17:08'], ['回复<a href=""/n/%E5%96%B5%E7%94%9F%E6%83%AC%E6%84%8F"">@喵生惬意</a>:抱歉这能量我传递不起来，你也太理想化了', '0', '06月20日 16:22']]"
24,1,7097837101,  北京,None,nn,['中'],https://weibo.cn/u/7097837101,nn,nn,nn,nn,736,130,12271,['deleted']
23,1,7030778000,  山西,2019-06-18 00:30:35,https://weibo.cn/comment/HznN4wsyG,['中'],https://weibo.cn/u/7030778000,:#宜宾地震# 在线等 挺急的 太原 尽力不勉强的微博视频 ,0,0,0,21,41,8261,[]
71,13,1676764137,  北京,None,nn,['中'],https://weibo.cn/u/1676764137,nn,nn,nn,nn,2480,1014,87487,['deleted']
