I03KPb0vE,2019-07-31 15:53:00,732,145,159,"【全国政协副主席董建华：香港面临前所未有的风暴袭击】7月31日，在团结香港基金午餐会上，身为基金发起人的全国政协副主席董建华在致辞时表示，香港正在面临前所未有的风暴袭击。近期，围绕特区政府修订逃犯条例，香港发生一系列游行示威活动和暴力事件。如果再持续恶化下去,必将对香港社会的稳定及民生，造成长远影响。董建华指出，香港的事态演变、争议提升之快速、规模之庞大，组织看似松散却非常精密，令人有理由相信，其中必有幕后推手或是外部势力介入，种种迹象都指向台湾和美国。董建华进而表示，自香港回归祖国以来，其特殊地位被一些别有用心的政客和反华势力视为乐土，认为他们能够利用香港和内地制度之间差异，煽动香港市民的对立情绪，以破坏内地和香港的关係。他们的根本目的，就是要把香港变成国际博弈的战场，令香港变成反抗中央的基地、牵制中国的棋子，因此他呼吁香港市民须保持理性，警惕不要被他人所利用。（央视）",https://weibo.com/1618051664/I03KPb0vE
I03p1m9Yg,2019-07-31 15:00:00,11680,2228,1148,【猖狂！#保时捷女司机曾称闯红灯没事#：我飙车没人不知道！】7月30日上午，重庆渝北两路一女子开跑车，横在斑马线上和一名男司机发生争执。女子霸气挑衅男司机并扇了男司机一耳光，男司机还击女司机一耳光，女司机遮阳帽被当场扇飞。网传保时捷女子为某派出所长妻子，重庆警方称正核实相关情况。31日，有网友爆料该保时捷女司机的另一段视频：其在路上与一名司机发生口角并言语威胁口出狂言：“我在渝北飙车没人不知道，闯红灯从来都是打个电话就能解决！”燃新闻的秒拍视频07月31日15:00关注她举报收藏操作,https://weibo.com/1618051664/I03p1m9Yg
I03QCvaxr,2019-07-31 16:08:00,6380,1548,637,【男子加油站调戏女员工，点燃摩托车站在一旁笑】23日，云南曲靖加油站女员工正在为一摩托车加油时，车上下来的男子突然摸她脸，她迅速躲开。该男子还对她进行语言侮辱，并掏出打火机笑着点燃摩托车。火焰迅速将整个摩托车车身及加油枪笼罩，男子只是双手抱胸站在车旁边笑。新京报我们视频的秒拍视频07月31日16:08关注她举报收藏操作,https://weibo.com/1618051664/I03QCvaxr
I03wZ4Y1x,2019-07-31 15:19:00,14221,988,324,【谭慧珠：中央不会插手香港事态相信军队不会出动】自《逃犯条例》的争议出现以来，香港出现了长时间大规模的游行示威。对此，香港基本法委员会副主任谭惠珠31日表示，香港目前情况属于高度自治范围，中央不会插手处理。她又相信特区政府认为警方能够处理目前的事件，不会要求解放军驻港部队出动。@人民日报海外版-海外网,https://weibo.com/1618051664/I03wZ4Y1x
I03Z0yXcb,2019-07-31 16:28:00,1776,368,248,【特朗普称等他连任再谈，条件更苛刻华春莹：#我只想呵呵两声#】针对美国总统特朗普称，如果中方希望等他连任成功之后再来谈，那美方开出的条件将会更为严苛的这一表态，今日，外交部发言人华春莹表示，我只想“呵呵”两声。央视新闻的微博视频07月31日16:28关注她举报收藏操作,https://weibo.com/1618051664/I03Z0yXcb
I0486FjkE,2019-07-31 16:51:00,18709,1302,1206,【#FBI找到10吨人体遗骸#捐献遗体做研究却被肢解贩卖】近日，33名原告再次对一家位于亚利桑那州的遗体捐赠机构提起民事诉讼：他们捐赠亲人的遗体用于科学研究，却被告知遗体被肢解贩卖↓↓今年7月23日，因FBI特工的一份证词，案件更多惊悚细节曝光，视频详情>>FBI找到10吨人体遗骸惊悚细节5年后终曝光07月31日16:51关注她举报收藏操作,https://weibo.com/1618051664/I0486FjkE
I04eJqDCM,2019-07-31 17:07:00,2111,311,946,八一建军节前夕，解放军报刊文：实现祖国完全统一是不可阻挡的历史大势[加油][加油]。阅读全文请戳→http://t.cn/AiYA4SrO#台海局势##致敬中国军人#,https://weibo.com/1618051664/I04eJqDCM
I04J8lilX,2019-07-31 18:22:00,147,41,44,【第十二轮中美经贸高级别磋商在上海举行】7月30至31日，中共中央政治局委员、国务院副总理、中美全面经济对话中方牵头人刘鹤与美国贸易代表莱特希泽、财政部长姆努钦在上海举行第十二轮中美经贸高级别磋商。双方按照两国元首大阪会晤重要共识要求，就经贸领域共同关心的重大问题进行了坦诚、高效、建设性的深入交流。双方还讨论了中方根据国内需要增加自美农产品采购以及美方将为采购创造良好条件。商务部部长钟山，中国人民银行行长易纲，国家发展改革委副主任宁吉喆，中央财办副主任、财政部副部长廖岷，外交部副部长郑泽光，工业和信息化部副部长王志军，中央农办副主任、农业农村部副部长韩俊，商务部副部长兼国际贸易谈判副代表王受文参加磋商。双方将于9月在美举行下一轮经贸高级别磋商。@人民日报[组图共2张],https://weibo.com/1618051664/I04J8lilX
I04N0042M,2019-07-31 18:31:00,1846,265,1310,#开饭啦#牛肉这样做孩子最喜欢，不用炒不用炖，滑嫩入味，上桌汤汁都不剩。小颖美食频道的微博视频07月31日18:31关注她举报收藏操作,https://weibo.com/1618051664/I04N0042M
I04nZxsKN,2019-07-31 17:30:00,6014,671,1024,【呼叫《走近科学》！监控拍下#两车相撞但现场只一辆车#】近日，河南安阳一白色奔驰在雨中车速过快，失控撞中央护拦后翻车。监控画面显示，该车失控后撞上了一黑色轿车，但事故现场只有一辆车。交警称，事故专家认为这是光学现象，类似海市蜃楼，#奔驰车撞到了自己的影子#。一手video的秒拍视频07月31日17:30关注她举报收藏操作,https://weibo.com/1618051664/I04nZxsKN
I04XddZ9m,2019-07-31 18:57:00,1477,257,391,【大象被虐照片曝光#泰旅游局请求别骑大象#】近日，一组拍摄于泰国普吉岛的照片在网络流传，图中大象鲜血淋漓、伤痕累累。据悉，当地的大象刚出生就被带离母亲身边，被强迫学会各种杂技，或供游客乘坐。泰国旅游当局发言人请求游客不要再为大象娱乐业消费：我们从不支持游客骑大象！时差视频的微博视频07月31日18:57关注她举报收藏操作,https://weibo.com/1618051664/I04XddZ9m
I05dc1CbO,2019-07-31 19:36:00,285,88,65,现场视频↓↓第12轮中美经贸磋商上海落幕，下轮磋商9月在美举行玉渊谭天的微博视频07月31日19:36关注她举报收藏操作,https://weibo.com/1618051664/I05dc1CbO
I05i4231e,2019-07-31 19:48:00,661,100,103,【15岁女孩儿患重病大小便失禁，一直坐轮椅，#弟弟励志学医救重病姐姐#】高瑞雅一出生就患先天性脑脊膜膨出，不到1岁做了腰部手术，手术失败导致大小便失禁。现在已发展至尿毒症，肾衰竭隔天就要透析。她的父亲两年前脑癌过世，现在就剩下妈妈照顾她。弟弟高瑞琪说长大后一定要学医，治好姐姐的病。三秦都市报的微博视频07月31日19:48关注她举报收藏操作,https://weibo.com/1618051664/I05i4231e
I05Ji9Php,2019-07-31 20:55:00,3561,560,246,【大妈骑电动剐蹭奥迪不肯私了强行索赔5万结果反被交警判全责】近日，浙江嘉兴，一电动车与奥迪发生剐蹭后，骑车大妈拒绝私了并索赔5万，奥迪司机请求警方调查。交警调取事发现场监控后发现，该起事故是由电动车违规变道超车引发，据此，交警判骑车大妈全责，赔偿奥迪司机修车费3000余元。时间视频的秒拍视频07月31日20:55关注她举报收藏操作,https://weibo.com/1618051664/I05Ji9Php
I05ow6dzX,2019-07-31 20:04:00,6428,1482,388,【香港极端示威者在同伙被审讯的法院外暴力袭击警车】7月31日，首波因为参与反对修订《逃犯条例》示威游行的非法集会嫌犯于东区裁判法院提堂。在提堂程序完结后，一众被告陆续离开法庭。当天上午，一群反对派示威者聚集在东区裁判法院外，“声援”7月28日因煽动非法暴动而逮捕进被起诉的45人，一些激进分子围住一辆警车，并不断砸车。这视频的秒拍视频07月31日20:04关注她举报收藏操作,https://weibo.com/1618051664/I05ow6dzX
I05Thulng,2019-07-31 21:20:00,71551,5305,12268,【“沉默的大多数”渐渐站了出来守护香港！】近期，香港的数起暴力示威事件严重危害全港的安全与稳定。然而，香港机场有打落示威者纸牌的老爷爷，元朗路上有拦住游行队伍的老婆婆，街头也有撕毁标签勇怼“废青”的大妈。他们让我们看到，“沉默的大多数”中，有一些人站了出来，面对暴徒，守护香港！中宏网新闻的微博视频07月31日21:20关注她举报收藏操作,https://weibo.com/1618051664/I05Thulng
I05yGnoTw,2019-07-31 20:29:00,2758,361,179,【80后#硬核搬家工10年搬上万个冰箱#：多赚钱让母亲过好些】辽宁一名80后搬家工的一段搬家视频在快手平台引发关注。只见他一人扛起一台冰箱，或者一个书柜，还能稳稳当当地走上居民楼的楼梯。据了解，他已经当了10年搬家工人，仅冰箱就搬了一万多台，还有钢琴等各种重物。最重的一样是和工友两人扛起的近半吨的保险柜。他说，搬柜子上楼要非常小心，稍有不慎刮蹭到，一天的活就白干了，还得赔钱。他这么拼，是为了能让母亲的日子过得舒服些。看看新闻Knews的秒拍视频07月31日20:29关注她举报收藏操作,https://weibo.com/1618051664/I05yGnoTw
I063p8xyd,2019-07-31 21:45:00,2209,344,129,【农田里最靓的崽！#大学生暑假耕田挣2万#】30日，广东韶关。大一男生浩浩由于父亲脚伤不能下田干活，便辞去暑假工回家开拖拉机耕田。他说，“开拖拉机不难，一上午就学会了”。目前他已挣了2万元，这笔钱他准备给家里装两台空调，剩下的交学费。雇请他的村民称，“虽然他年纪小，但做事认真”。一手video的秒拍视频07月31日21:45关注她举报收藏操作,https://weibo.com/1618051664/I063p8xyd
I064ioxUp,2019-07-31 21:47:00,2217,612,339,【#广西贺州一大客车侧翻#致5死14伤】7月31日下午，广东往贺州方向大桂山路段发生一起交通事故，一辆由广东深圳开往桂林龙胜的大客车发生侧翻，横挡在道路上。据交警介绍，车上当时共20人，事故造成5人死亡，1人重伤，5人轻伤，8人轻微伤，司机未受伤。经检测，司机未酒驾。(央视),https://weibo.com/1618051664/I064ioxUp
I069eumJE,2019-07-31 21:59:00,22646,1056,300,【#江苏卫视辟谣#“暂停和台湾艺人合作”】#江苏卫视辟谣暂停和台湾艺人合作#7月31日，针对网曝“江苏卫视暂停与台湾地区艺人合作”一事，@江苏卫视官方回应称系网友恶意造谣，散播不实信息，将采取必要法律手段，依法追究相关人员法律责任。以下为回应全文↓↓↓,https://weibo.com/1618051664/I069eumJE
I06jDgskH,2019-07-31 22:25:00,5447,707,1616,@驻香港部队官宣！我们是谁？国家主权的重要体现，维护“一国两制”的重要力量，维护香港繁荣稳定的重要基石！我们在做什么？聚力备战打仗，苦练杀敌本领，始终保持弓满弦、剑出鞘的进击状态！驻香港部队的微博视频07月31日22:25关注她举报收藏操作,https://weibo.com/1618051664/I06jDgskH
I06OujrJm,2019-07-31 23:41:00,1649,544,1530,【险！一颗小行星擦过地球，科学家只提前1天发现】7月25日，一颗直径约57米至130米的小行星与地球擦肩而过，运行速度为24.5公里/秒，最近时距离地球仅有7.4万公里，相当于五分之一的地月距离。更为惊险的是，直到飞临地球前一天，这颗小行星才被发现，并被赋予代号“2019OK”。对于这一意外来客，各地天文学家纷纷表示后怕。据了解，如果这颗小行星掉落到地球上，那么它爆炸产生的能量，足以“摧毁一座城市”。一颗小行星擦过地球科学家只提前1天发现,https://weibo.com/1618051664/I06OujrJm
I06sensoq,2019-07-31 22:46:00,890,96,425,【#秉烛夜话#：无论何时，身体才是革命的本钱】别再熬夜了，清晨的粥比深夜的酒好喝；家里的床再硬也比医院舒服。人这一生不必追求大富大贵，只要一家人身体健康，其乐融融，就是岁月赠予的柔软幸福。熬夜与不熬夜，十年后差距到底有多大？07月31日22:46关注她举报收藏操作,https://weibo.com/1618051664/I06sensoq
I06xQqVQW,2019-07-31 23:00:00,739,50,583,【做一个内心强大的人】无论什么时候，人都要拥有一颗强大的内心和当面嘲笑危险的勇气。怎么样才能使自己强大起来？怎么样才能无视世俗的偏见？戳视频，看看内心强大的人都有什么特质吧！#美好生活#ONE字幕组的微博视频07月31日23:00关注她举报收藏操作,https://weibo.com/1618051664/I06xQqVQW
I07apgvxb,2019-08-01 00:35:00,763,315,422,【疾控中心：中国15到24岁青年学生每年发现艾滋病约3000例】7月31日，健康中国行动推进委员会办公室召开新闻发布会，会上中国疾控中心艾滋病防治组刘中夫主任回答记者关于青年学生艾滋病防控问题时表示，15到24岁之间的青年学生近年每年报告发现病例一般在3000例上下。他认为，青年学生防艾要通过个人，还有社会和政府多层面的工作，促进行为的改变，增强自我的防护意识。中新视频的秒拍视频08月01日00:35关注她举报收藏操作,https://weibo.com/1618051664/I07apgvxb
I07Nff3ir,2019-08-01 02:10:00,1967,409,770,【美联储宣布降息25个基点为2008年底以来首次降息】美联储宣布降息25个基点，将联邦基金利率目标区间下调至2.00%-2.25%，为2008年底以来首次降息。美联储FOMC声明称，将于8月1日结束缩表计划。美联储宣布降息25个基点为2008年底以来首次降息,https://weibo.com/1618051664/I07Nff3ir
I07wJlCCc,2019-08-01 01:30:00,2278,523,457,【#红烧牛肉面里为啥没有肉#小男孩崩溃痛哭】近日，一小男孩因红烧牛肉味泡面里没有牛肉，崩溃痛哭的视频在快手走红。视频中，小男孩指着包装袋上图片，问“为什么我的面里没有肉”，妈妈的回答并未解开答他的疑惑，小男孩崩溃大哭。网友：上了人生中重要的一课未来网的微博视频08月01日01:30关注她举报收藏操作,https://weibo.com/1618051664/I07wJlCCc
I08BKgKKY,2019-08-01 04:15:00,155,42,30,#微天下快讯#俄罗斯卫星网31日报道，美国财政部对伊朗外长扎里夫实施制裁。原文转发[48]原文评论[19],https://weibo.com/1618051664/I08BKgKKY
I08jrgu7Q,2019-08-01 03:30:00,872,205,330,【#两只土拨鼠公路互殴#上演自由搏击2公斤级比赛】近日，青海一位先生开车途径西九公路果洛至西宁路段时，看到一对土拨鼠在马路中央扭打，便停车拍下有趣视频。打架双方秉持“竞技精神”全然不顾身边行驶过的车辆，战况十分激烈，令人哭笑不得。一手video的秒拍视频08月01日03:30关注她举报收藏操作,https://weibo.com/1618051664/I08jrgu7Q
I0925rVYi,2019-08-01 05:20:00,1313,208,704,【#肖申克的救赎重映#】许多人心目中的影史最佳影片《肖申克的救赎》即将迎来上映25周年，也开启重映作为纪念。率先宣布重映的是北美，将于9月22、24、25日登陆部分影院(原始上映日为1994年9月23日)。内地会不会有电影节等安排呢？回顾该片预告↓“瑞德，请记住：希望是好事，也许是世间最美好的事物，美好的事物永不磨灭。”守望好莱坞的微博视频08月01日05:20关注她举报收藏操作,https://weibo.com/1618051664/I0925rVYi
I09AAxhYk,2019-08-01 06:45:00,3127,267,1063,【八一建军节，军歌大串烧，好听到爆！】纵观古今中外，鼓舞士气，激励战斗精神，一直都是军歌最重要的作用。如果把人生看成一首歌，那么军旅生活恐怕是这歌声中最动听也是最令人难忘的音符。军歌永远嘹亮，军人勇往直前！#八一建军节#，这些耳熟能详的军歌，哪首打动了你？#我爱中国#淘宝神人的秒拍视频08月01日06:45关注她举报收藏操作,https://weibo.com/1618051664/I09AAxhYk
I09GGa1ap,2019-08-01 07:00:00,1918,135,527,#致敬中国军人#【中国军人，中国好男儿！】提及中国军人，你会想到什么？冲在前线的身影，坚守边疆的英姿，还是捍卫和平的勇士.....他们总会在人民危难之际挺身而出，为人民服务。今天正值建军92周年之际，让我们走进中国军人的世界，转发致敬中国军人！#我爱中国#[组图共9张],https://weibo.com/1618051664/I09GGa1ap
I09ikbwLr,2019-08-01 06:00:00,4813,1912,818,【保时捷女司机红灯随便闯，扣分随便消？警方回应】#保时捷女车主怒扇男司机耳光#事件持续发酵。女司机被曝曾放言“我出了名的飙车”，还称驾车过红灯从来都是闯，打个电话就能删违法记录。针对质疑，重庆警方回应称保时捷女司机共有29次交通违规，已经全部接受处罚。此外，女司机亲属称其在家里很强势，家人对她行事张扬非常反感，很少参与其社交活动，也屡屡提醒她收敛，但她就是听不进去。保时捷女司机红灯随便闯扣分随便消？警方回应视频-保时捷女车主被曝多次与人发生纠纷放言“我出了名的飙车”08月01日06:00关注她举报收藏操作,https://weibo.com/1618051664/I09ikbwLr
I09SR8aZs,2019-08-01 07:30:00,20045,1579,1943,【#武汉暴雨后天地相连#，市民：天塌了一个漏雨的洞】7月31日，武汉，晚7时许，汉口北部上空出现了一朵巨型乌云，云端之下闪雷暴雨，形成天地相连的雨幕奇观。当地暴雨持续了20余分钟结束。目击者说，这种景象好似出现“天眼”，像天塌了一个漏雨的洞。一手video的秒拍视频08月01日07:30关注她举报收藏操作,https://weibo.com/1618051664/I09SR8aZs
I09taq8R2,2019-08-01 06:26:00,1891,191,412,【驻港部队司令员：对极端暴力绝不容忍！】多家香港媒体消息，解放军驻港部队司令员陈道祥参加庆祝解放军建军92周年招待会时，针对近期香港发生一系列极端暴力事件表态，批评这些暴力事件“严重破坏了香港繁荣稳定的大局，严重挑战了香港法治和社会秩序，严重威胁到香港市民的生命财产安全，也严重触碰了‘一国两制’的原则底线，绝对不能容忍，我们对此表示强烈谴责。”环视频的微博视频驻港部队司令员：对极端暴力绝不容忍！08月01日06:26关注她举报收藏操作,https://weibo.com/1618051664/I09taq8R2
I0a52pOzd,2019-08-01 08:00:00,1007,339,232,【河南偃师取消释永旭涉黑案现场揭发大会：因侦查工作需要】#河南取消释永旭揭发大会#据@平安偃师8月1日消息，因侦查工作需要，我局原定于8月1日上午召开的释永旭涉黑恶犯罪团伙主要成员公开指认现场揭发检举动员大会，暂时取消。7月30日，该局曾发布公告称，定于8月1日上午9时30分，在偃师市召开释永旭涉黑恶犯罪团伙主要成员公开指认现场揭发检举动员大会，届时将押解犯罪嫌疑人进行公开指认犯罪现场活动，请广大群众前往参加。（澎湃新闻）,https://weibo.com/1618051664/I0a52pOzd
I0AaQ0SHH,2019-08-04 02:25:00,929,173,55,【#美国得州沃尔玛发生枪击事件#至少18人受伤】国会山报报道，当地时间3日，美国得克萨斯州埃尔帕索的一家沃尔玛发生枪击事件，目前造成至少18人受伤。警方仍在对事件作出回应。警方称，接到有多名枪手的报告，提醒人们不要靠近危险区域，注意安全。[组图共2张],https://weibo.com/1618051664/I0AaQ0SHH
I0afbdWhc,2019-08-01 08:25:00,3848,489,250,【#圆明园荷花冰淇淋#：五种口味、纯手工制作】前段时间，圆明园的荷花成了大热门。近日，圆明园即将推出荷花造型冰淇淋，包含荷花、草莓、玫瑰、朗姆提子、开心果五种口味。园方介绍，冰淇淋全部原材料采用纯进口食材，保证零添加、纯手工制作。你想去尝尝吗？（中国新闻社）[组图共6张],https://weibo.com/1618051664/I0afbdWhc
I0aHAD7nJ,2019-08-01 09:35:00,3335,198,366,#我爱中国#【这段话，让人眼睛湿润了……】主播康辉回忆曾和“排雷英雄战士”杜富国的一段交流：“我问他，用了多长时间接受了自己现在的状况？他说，就两个星期吧，我还想尽早回部队呢。排不了雷，我还能干点儿别的。”转发！致敬中国军人央视新闻的微博视频08月01日09:35关注她举报收藏操作,https://weibo.com/1618051664/I0aHAD7nJ
I0aLYvnVA,2019-08-01 09:45:00,512,67,157,大陆方面星期三宣布，8月1日起暂停47个城市大陆居民赴台个人游试点。大陆方面对这一决定的解释只说了“鉴于当前两岸关系”这几个字，台当局迅速做出反应，指责大陆是以此对台施压。港台媒体上的各种分析有的将此与台湾明年1月将举行的“总统选举”联系起来，有的认为这是大陆对台当局近来高调支持香港激进示威做出的反应。总之，怎么猜的都有。自由行极大推动了大陆人赴台旅游，它已是当前大陆多数年轻人赴台游的首选。数据显示，今年上半年大陆赴台游大增30%以上，台方统计的陆客数量目前达到每月15万人左右。一般分析，停掉自由行会让陆客减少一半以上。路透社的一项分析甚至认为，仅这一项损失会让台湾GDP减少0.2个百分点。大陆官方究竟是怎么打算的，老胡无法乱猜。但我认为，蔡英文当局一段时间以来猛踩两岸关系，不断强化对抗大陆的姿态，积极充当美国打压中国大陆的筹码，对两岸各种交流注定会造成破坏和侵蚀。两岸如果出现合作上的倒退不值得大惊小怪，而且责任完全在台当局一方。众所周知，大陆方面一直积极推动扩大两岸交流。我相信，如果陆方主动采取撤回或降低某项合作的决定，一定有不得已的重大原因。这样做的目的只会是维护两岸人民的根本利益，而且这样的决定会经反复斟酌，预先充分考虑对大陆民众会否造成负面影响。我相信大陆有关部门一定对暂停赴台自由行将造成的各种影响都做了极其认真的考量，如果说一些大陆游客会因此感受到不便，那么一定有更重要的受到威胁的公众利益需要保护。这是两害相权取其轻的结果。作为大陆人，老胡主张在这个时候以国家利益和公众利益为重。有想以自由行方式去台湾旅游的人会因这一决定在一段时间里感受到不便，但对他们中的绝大部分人来说，这只是很小的遗憾，并不会对他们的生活方式和旅游爱好造成什么大的冲击，调整旅游计划对他们不是什么难事。我觉得当今世界上动荡因素明显增多，中国在哪个方向上都不是动荡的主动制造者，但我们必须展现回应各种战略挑衅的强大能力。如果为了这一国家利益而需要我们个人做出诸如调整旅游计划的这种协助，我认为我们大家责无旁贷，不应有所抱怨。旅游应当是武器吗？摆到桌面上，不应当是。中国大陆也从没有公开在某一个方向上搞过“旅游制裁”。但是中方出于“各种原因”调整出境游政策的确不止一次发生过，外部做各种解读是他们的事，中国大陆民间也有各种呼声、猜测和响应，对这当中的游戏规则大家心照不宣。做大国的国民，会经常透过我们的日常生活层面感受到地缘政治的波澜，这与小国国民的政治生态会挺不同的。客观说，中国大陆的民众受到的这方面影响是比较小的，我们没有遭遇过“911”那样的极具震撼力的恐怖袭击，我们已经好几十年没有搞过战争动员了，没有一些年轻人被选出来去参加阿富汗、伊拉克、叙利亚那样的战争，中国大陆老百姓受到的相关打扰在大国里无疑是最小的之一，甚至很可能就是最小的。国家作为我们个人利益最外部的那道屏障，在以我们感觉不到的方式持续发挥着作用。所以我相信，绝大多数人都不会因为一段时间内无法自由行去台湾而产生夸大的抱怨。原文转发[1836]原文评论[3250],https://weibo.com/1618051664/I0aLYvnVA
I0aq8yznn,2019-08-01 08:52:00,363581,20997,10576,"【新西兰大学有人贴""港独""海报#遭质问港独假装不懂中文#】7月29日下午，在新西兰奥克兰大学一个食堂小院里，有留学生在所谓的“连侬墙”上张贴反对修订逃犯条例的标语，标语中支持“港独”暴徒的言论昭然若揭，并且大肆抹黑香港警察、特区政府。刚好路过此地的刘同学一行三人见状后上前与之理论，一开始他们用普通话交流，但一见到刘同学他们拿出手机录像，对方立刻切换成英语，并声称听不懂中文。留学生用普通话问：“我说中文不可以吗？”该女子用英语回答：""Yes.youcan.ButIdon'tknowwhatyou'retalkingabout.""（你可以说中文。但我听不懂。）微丢的秒拍视频08月01日08:52关注她举报收藏操作",https://weibo.com/1618051664/I0aq8yznn
I0aRKn2f4,2019-08-01 10:00:00,5422,950,1395,【太萌啦！#被妈妈揍打电话给爸爸#：今天我挨揍，下次就轮到你啦】7月31日，吉林网友萱萱在社交媒体上传了一段#女儿受委屈给爸爸打电话#的视频。视频中，女儿打电话“哭诉”又被妈妈揍了希望“管管你老婆”，爸爸在安抚之余无奈表示“我管不了她呀”，女儿泪眼汪汪地说：“今天我挨揍，下次就轮到你了。”妈妈在拍完视频后都表示：“看着又好笑又心疼。”燃新闻的秒拍视频08月01日10:00关注她举报收藏操作,https://weibo.com/1618051664/I0aRKn2f4
